Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLabel,JobSatisfactionLabel,EnvironmentSatisfactionLabel,RelationshipSatisfactionLabel,WorkLifeBalanceLabel,JobInvolvementLabel,PerformanceRatingLabel,income_percentile_in_level,AttritionRiskScore,RiskTier,AgeBand,TenureBand
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,Master,3-High,3-High,4-Very High,3-Better,High,Excellent,0.014492753623188406,36.4,Medium,36-45,5-10+ yrs
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,Bachelor,4-Very High,1-Low,2-Medium,1-Bad,High,Outstanding,0.641804788213628,31.1,Medium,26-35,2-1-3 yrs
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,Bachelor,4-Very High,3-High,3-High,1-Bad,High,Excellent,0.13259668508287292,37.7,Medium,26-35,3-3-5 yrs
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,Master,3-High,2-Medium,3-High,3-Better,Medium,Excellent,0.8807339449541285,29.9,Low,26-35,4-5-10 yrs
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,Doctor,2-Medium,3-High,2-Medium,4-Best,Medium,Excellent,0.42357274401473294,37.3,Medium,26-35,2-1-3 yrs
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,College,4-Very High,1-Low,3-High,4-Best,Medium,Excellent,0.43738489871086556,25.6,Low,18-25,1-<1 yr
30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,Master,1-Low,3-High,3-High,3-Better,High,Excellent,0.26146788990825687,52.9,High,26-35,4-5-10 yrs
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,Bachelor,4-Very High,1-Low,3-High,2-Good,Medium,Excellent,0.330188679245283,34.2,Medium,56-65,1-<1 yr
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,Master,3-High,2-Medium,2-Medium,3-Better,Medium,Excellent,0.7547169811320755,46.2,Medium,46-55,5-10+ yrs
30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,Bachelor,4-Very High,3-High,3-High,2-Good,High,Excellent,0.43738489871086556,38.4,Medium,26-35,5-10+ yrs
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,Bachelor,1-Low,3-High,4-Very High,4-Best,Medium,Excellent,0.573394495412844,54.3,High,56-65,5-10+ yrs
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,College,4-Very High,1-Low,3-High,3-Better,High,Excellent,0.40823970037453183,25.9,Low,46-55,3-3-5 yrs
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,Bachelor,3-High,1-Low,3-High,1-Bad,High,Excellent,0.9764150943396226,32.7,Medium,46-55,2-1-3 yrs
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,Bachelor,3-High,4-Very High,3-High,3-Better,Low,Excellent,0.9502762430939227,39.0,Medium,26-35,3-3-5 yrs
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,Master,3-High,3-High,3-High,3-Better,High,Excellent,0.054307116104868915,34.5,Medium,46-55,1-<1 yr
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,Master,3-High,4-Very High,3-High,3-Better,Medium,Excellent,0.567219152854512,40.6,Medium,26-35,4-5-10 yrs
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,Bachelor,4-Very High,3-High,3-High,3-Better,Medium,Excellent,0.3669724770642202,56.6,High,46-55,2-1-3 yrs
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,Below College,2-Medium,3-High,4-Very High,4-Best,High,Outstanding,0.7018348623853211,29.2,Low,26-35,5-10+ yrs
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,Below College,3-High,2-Medium,4-Very High,4-Best,High,Excellent,0.981651376146789,56.9,High,26-35,4-5-10 yrs
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,Below College,4-Very High,1-Low,1-Low,3-Better,Low,Excellent,0.7937384898710865,31.1,Medium,26-35,3-3-5 yrs
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,Below College,2-Medium,4-Very High,1-Low,3-Better,High,Excellent,0.6942909760589319,34.6,Medium,26-35,2-1-3 yrs
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,Bachelor,3-High,4-Very High,3-High,3-Better,High,Excellent,0.13302752293577982,58.7,High,26-35,4-5-10 yrs
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,Bachelor,3-High,1-Low,1-Low,3-Better,High,Excellent,0.47706422018348627,30.2,Medium,26-35,1-<1 yr
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,Bachelor,1-Low,2-Medium,3-High,3-Better,High,Excellent,0.4954128440366973,65.0,High,26-35,2-1-3 yrs
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,College,3-High,2-Medium,4-Very High,3-Better,High,Excellent,0.1270718232044199,36.7,Medium,36-45,2-1-3 yrs
36,No,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,Master,4-Very High,2-Medium,4-Very High,2-Good,High,Excellent,0.5022935779816514,42.2,Medium,36-45,4-5-10 yrs
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,Below College,3-High,3-High,3-High,3-Better,Medium,Excellent,0.9079189686924494,31.2,Medium,18-25,2-1-3 yrs
48,No,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,Doctor,4-Very High,2-Medium,1-Low,3-Better,High,Excellent,0.08239700374531835,38.2,Medium,46-55,4-5-10 yrs
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,Doctor,2-Medium,1-Low,4-Very High,3-Better,High,Outstanding,0.6886792452830188,43.6,Medium,46-55,4-5-10 yrs
41,No,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,College,4-Very High,4-Very High,4-Very High,3-Better,High,Excellent,0.7397003745318352,24.1,Low,36-45,5-10+ yrs
35,No,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,Bachelor,3-High,2-Medium,3-High,3-Better,High,Excellent,0.30337078651685395,41.0,Medium,26-35,5-10+ yrs
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,Bachelor,3-High,2-Medium,3-High,3-Better,High,Excellent,0.1320754716981132,41.2,Medium,36-45,5-10+ yrs
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,Below College,3-High,3-High,1-Low,3-Better,High,Excellent,0.8858195211786372,26.1,Low,36-45,4-5-10 yrs
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,Below College,4-Very High,2-Medium,3-High,4-Best,High,Excellent,0.8314606741573034,42.9,Medium,26-35,4-5-10 yrs
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,Bachelor,1-Low,4-Very High,4-Very High,2-Good,High,Outstanding,0.0779816513761468,80.5,Critical,36-45,4-5-10 yrs
45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,Bachelor,2-Medium,4-Very High,2-Medium,4-Best,High,Excellent,0.3333333333333333,37.4,Medium,36-45,4-5-10 yrs
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,Master,3-High,2-Medium,2-Medium,2-Good,High,Excellent,0.5515653775322283,59.7,High,26-35,4-5-10 yrs
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,Bachelor,4-Very High,4-Very High,2-Medium,4-Best,High,Excellent,0.149812734082397,26.3,Low,26-35,2-1-3 yrs
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,Doctor,3-High,1-Low,3-High,3-Better,Very High,Excellent,0.5094339622641509,26.2,Low,26-35,4-5-10 yrs
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,Bachelor,4-Very High,3-High,3-High,2-Good,Medium,Outstanding,0.8440366972477065,29.1,Low,26-35,3-3-5 yrs
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,Bachelor,2-Medium,2-Medium,4-Very High,3-Better,High,Excellent,0.0570902394106814,64.4,High,18-25,1-<1 yr
40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,Bachelor,1-Low,3-High,3-High,3-Better,Low,Excellent,0.7935779816513762,44.6,Medium,36-45,1-<1 yr
41,No,Non-Travel,509,Research & Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,Master,3-High,1-Low,1-Low,3-Better,Medium,Excellent,0.8829588014981273,54.9,High,36-45,4-5-10 yrs
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,College,3-High,1-Low,1-Low,3-Better,High,Excellent,0.16760299625468164,33.3,Medium,26-35,1-<1 yr
35,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,Bachelor,3-High,1-Low,4-Very High,3-Better,High,Excellent,0.3464419475655431,31.5,Medium,26-35,3-3-5 yrs
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,Master,4-Very High,4-Very High,4-Very High,3-Better,Very High,Excellent,0.5,28.8,Low,26-35,4-5-10 yrs
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,Bachelor,4-Very High,3-High,2-Medium,1-Bad,Low,Excellent,0.2863720073664825,67.1,High,26-35,1-<1 yr
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,Bachelor,4-Very High,2-Medium,4-Very High,4-Best,High,Excellent,0.10550458715596331,26.7,Low,36-45,4-5-10 yrs
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,Below College,3-High,1-Low,4-Very High,2-Good,High,Excellent,0.6788990825688074,33.5,Medium,46-55,2-1-3 yrs
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,Doctor,1-Low,2-Medium,2-Medium,3-Better,High,Excellent,0.5849056603773585,54.2,High,36-45,5-10+ yrs
37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,Master,2-Medium,1-Low,4-Very High,3-Better,High,Excellent,0.3348623853211009,47.2,Medium,36-45,4-5-10 yrs
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,College,1-Low,4-Very High,2-Medium,3-Better,High,Excellent,0.5936329588014981,73.1,Critical,46-55,4-5-10 yrs
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,Master,3-High,4-Very High,4-Very High,3-Better,Very High,Excellent,0.301498127340824,29.7,Low,26-35,3-3-5 yrs
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,Bachelor,4-Very High,4-Very High,3-High,3-Better,High,Excellent,0.3406998158379374,29.6,Low,18-25,2-1-3 yrs
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,Bachelor,3-High,3-High,3-High,3-Better,High,Excellent,0.9868913857677902,25.1,Low,36-45,1-<1 yr
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,Master,2-Medium,2-Medium,2-Medium,2-Good,High,Excellent,0.795880149812734,41.8,Medium,36-45,4-5-10 yrs
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,Master,3-High,4-Very High,3-High,3-Better,Medium,Excellent,0.6666666666666666,57.1,High,46-55,5-10+ yrs
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,Bachelor,4-Very High,2-Medium,2-Medium,3-Better,Very High,Excellent,0.5469613259668509,47.3,Medium,18-25,4-5-10 yrs
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,College,2-Medium,1-Low,4-Very High,4-Best,High,Outstanding,0.74812734082397,30.3,Medium,26-35,3-3-5 yrs
24,No,Travel_Rarely,823,Research & Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,College,2-Medium,4-Very High,4-Very High,3-Better,Medium,Outstanding,0.15009208103130756,42.2,Medium,18-25,1-<1 yr
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,Bachelor,2-Medium,1-Low,3-High,3-Better,High,Excellent,0.057971014492753624,54.4,High,46-55,5-10+ yrs
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,Below College,3-High,2-Medium,3-High,3-Better,High,Excellent,0.1298342541436464,33.7,Medium,18-25,4-5-10 yrs
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,Bachelor,3-High,1-Low,4-Very High,3-Better,High,Excellent,0.641804788213628,55.1,High,18-25,4-5-10 yrs
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,Master,1-Low,2-Medium,3-High,4-Best,Medium,Excellent,0.08747697974217311,44.1,Medium,26-35,1-<1 yr
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,College,4-Very High,2-Medium,4-Very High,3-Better,Medium,Excellent,0.856353591160221,51.7,High,26-35,4-5-10 yrs
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,Master,1-Low,2-Medium,3-High,1-Bad,High,Excellent,0.13857677902621723,52.6,High,26-35,2-1-3 yrs
35,No,Travel_Rarely,538,Research & Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,College,4-Very High,1-Low,4-Very High,3-Better,Medium,Excellent,0.05056179775280899,33.2,Medium,26-35,2-1-3 yrs
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,Master,4-Very High,1-Low,4-Very High,4-Best,Very High,Outstanding,0.548689138576779,24.5,Low,26-35,4-5-10 yrs
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,Master,3-High,1-Low,3-High,2-Good,Medium,Excellent,0.1832412523020258,40.7,Medium,26-35,3-3-5 yrs
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,Bachelor,3-High,4-Very High,3-High,2-Good,High,Excellent,0.9775280898876404,55.5,High,36-45,2-1-3 yrs
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,Bachelor,2-Medium,4-Very High,4-Very High,4-Best,Medium,Excellent,0.6151012891344383,33.8,Medium,18-25,1-<1 yr
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,Master,4-Very High,3-High,2-Medium,3-Better,High,Excellent,0.09363295880149813,32.1,Medium,36-45,4-5-10 yrs
43,No,Travel_Rarely,782,Research & Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,Master,4-Very High,2-Medium,3-High,2-Good,Medium,Excellent,0.6132075471698113,56.4,High,36-45,1-<1 yr
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,Below College,1-Low,3-High,4-Very High,2-Good,High,Excellent,0.4714548802946593,44.0,Medium,36-45,1-<1 yr
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,Doctor,3-High,4-Very High,2-Medium,3-Better,High,Excellent,0.6198501872659176,59.8,High,36-45,4-5-10 yrs
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,Master,1-Low,4-Very High,1-Low,1-Bad,Medium,Excellent,0.42452830188679247,52.0,High,46-55,2-1-3 yrs
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,Master,3-High,1-Low,2-Medium,4-Best,Medium,Excellent,0.6872659176029963,28.1,Low,36-45,2-1-3 yrs
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,Bachelor,3-High,3-High,4-Very High,3-Better,High,Excellent,0.44751381215469616,55.5,High,26-35,4-5-10 yrs
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,Below College,1-Low,3-High,2-Medium,3-Better,High,Excellent,0.712707182320442,37.9,Medium,26-35,3-3-5 yrs
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,Below College,3-High,3-High,3-High,3-Better,High,Excellent,0.8103130755064457,28.4,Low,18-25,2-1-3 yrs
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,Master,4-Very High,4-Very High,1-Low,4-Best,High,Excellent,0.6811594202898551,44.4,Medium,36-45,2-1-3 yrs
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,Below College,3-High,1-Low,4-Very High,3-Better,High,Outstanding,0.569060773480663,32.3,Medium,18-25,2-1-3 yrs
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,Master,3-High,3-High,4-Very High,3-Better,High,Excellent,0.9194756554307116,27.3,Low,26-35,3-3-5 yrs
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,Master,4-Very High,1-Low,4-Very High,2-Good,High,Excellent,0.7584269662921348,51.2,High,26-35,4-5-10 yrs
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,Bachelor,3-High,3-High,3-High,3-Better,High,Outstanding,0.11970534069981584,33.8,Medium,26-35,1-<1 yr
53,No,Travel_Rarely,238,Sales,1,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,Below College,1-Low,4-Very High,4-Very High,4-Best,High,Outstanding,0.947565543071161,43.8,Medium,46-55,5-10+ yrs
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,Doctor,4-Very High,2-Medium,4-Very High,2-Good,High,Excellent,0.5138121546961326,40.6,Medium,26-35,4-5-10 yrs
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,Master,1-Low,1-Low,4-Very High,3-Better,High,Excellent,0.15917602996254682,43.4,Medium,36-45,1-<1 yr
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,Bachelor,4-Very High,3-High,3-High,3-Better,High,Excellent,0.49355432780847147,50.1,High,26-35,2-1-3 yrs
37,No,Travel_Rarely,482,Research & Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,Bachelor,3-High,3-High,3-High,3-Better,High,Excellent,0.40825688073394495,41.4,Medium,36-45,4-5-10 yrs
